Id,SalePrice
1461,123252.3984375
1462,162814.796875
1463,177036.140625
1464,191661.390625
1465,187704.921875
1466,172270.671875
1467,171352.078125
1468,163319.0625
1469,191954.9375
1470,123778.6875
1471,199524.0625
1472,95889.390625
1473,97372.7421875
1474,155863.53125
1475,139324.1875
1476,367155.8125
1477,257121.234375
1478,296379.875
1479,263165.78125
1480,493099.4375
1481,307594.59375
1482,204318.921875
1483,174276.03125
1484,164311.265625
1485,173817.125
1486,192789.265625
1487,324679.40625
1488,241427.828125
1489,200180.3125
1490,201357.046875
1491,190127.734375
1492,89146.609375
1493,194311.203125
1494,281020.875
1495,297619.34375
1496,226879.125
1497,181074.703125
1498,158813.046875
1499,157902.625
1500,152265.90625
1501,176750.796875
1502,150661.4375
1503,301374.96875
1504,231451.015625
1505,227521.21875
1506,187481.265625
1507,231476.921875
1508,198823.203125
1509,160691.765625
1510,146478.171875
1511,143939.75
1512,169675.984375
1513,155501.1875
1514,165334.8125
1515,190885.546875
1516,161548.578125
1517,157650.015625
1518,129312.8203125
1519,221186.328125
1520,137002.734375
1521,138036.171875
1522,168640.359375
1523,115449.4765625
1524,124145.7734375
1525,127811.4453125
1526,121851.7265625
1527,107622.4765625
1528,127824.1953125
1529,150930.0
1530,173904.25
1531,101130.5859375
1532,104918.4296875
1533,140196.609375
1534,119095.2890625
1535,166366.75
1536,116065.6484375
1537,68018.046875
1538,189103.875
1539,169193.421875
1540,89651.2421875
1541,143734.796875
1542,138373.0625
1543,240496.9375
1544,82245.7109375
1545,96862.3125
1546,129966.9609375
1547,121747.0390625
1548,132480.34375
1549,112773.65625
1550,142998.765625
1551,112844.5
1552,134753.53125
1553,153961.703125
1554,109826.203125
1555,166797.3125
1556,76595.453125
1557,113177.8984375
1558,86446.8515625
1559,74254.7734375
1560,139823.25
1561,132467.515625
1562,130212.9921875
1563,124187.828125
1564,156230.75
1565,146514.0
1566,230265.09375
1567,76711.140625
1568,224663.65625
1569,141007.671875
1570,135859.828125
1571,135416.53125
1572,150699.28125
1573,257292.96875
1574,116565.0546875
1575,219224.140625
1576,227790.875
1577,185016.78125
1578,150825.0625
1579,136581.984375
1580,186208.859375
1581,145896.109375
1582,126594.859375
1583,347887.3125
1584,228711.0625
1585,140807.765625
1586,84296.578125
1587,97505.7578125
1588,152822.03125
1589,86853.828125
1590,135745.609375
1591,104844.515625
1592,126839.765625
1593,129890.7421875
1594,125680.609375
1595,109006.046875
1596,243471.03125
1597,185292.828125
1598,200236.46875
1599,193107.796875
1600,181297.21875
1601,74793.40625
1602,111141.5078125
1603,85756.2734375
1604,279404.09375
1605,237985.015625
1606,165141.03125
1607,169390.71875
1608,210773.390625
1609,180986.484375
1610,148133.328125
1611,134763.921875
1612,165994.15625
1613,154693.5625
1614,124737.890625
1615,88391.484375
1616,77077.125
1617,92240.6015625
1618,128955.9609375
1619,146817.890625
1620,138729.765625
1621,138886.625
1622,140104.140625
1623,295708.34375
1624,216081.375
1625,133025.171875
1626,169159.515625
1627,186445.390625
1628,286086.5
1629,180187.390625
1630,393841.3125
1631,227387.734375
1632,236129.03125
1633,167243.65625
1634,185901.0
1635,185055.4375
1636,159762.890625
1637,169020.265625
1638,204572.09375
1639,178280.671875
1640,271070.625
1641,179619.703125
1642,229656.75
1643,212980.359375
1644,223233.796875
1645,173191.703125
1646,150883.96875
1647,162885.96875
1648,130195.9453125
1649,138440.0
1650,114827.6796875
1651,127719.171875
1652,95580.7265625
1653,94654.9453125
1654,151393.078125
1655,151531.03125
1656,147361.421875
1657,150143.484375
1658,146842.734375
1659,143140.28125
1660,146554.6875
1661,466085.9375
1662,433453.59375
1663,384623.3125
1664,488348.8125
1665,309563.4375
1666,338259.6875
1667,349548.4375
1668,327418.0625
1669,301266.375
1670,336185.6875
1671,254728.84375
1672,484844.625
1673,296408.375
1674,246789.9375
1675,182220.671875
1676,186695.46875
1677,207242.375
1678,477036.59375
1679,419652.8125
1680,335298.46875
1681,265647.5625
1682,308597.15625
1683,180750.15625
1684,169488.859375
1685,174342.75
1686,167351.265625
1687,164407.9375
1688,183946.34375
1689,188676.09375
1690,187786.3125
1691,175238.3125
1692,255387.84375
1693,164431.71875
1694,186096.375
1695,166601.328125
1696,276356.46875
1697,174028.421875
1698,389868.6875
1699,315049.5
1700,248060.8125
1701,268330.84375
1702,251442.640625
1703,241691.28125
1704,300552.71875
1705,236275.078125
1706,456669.96875
1707,220261.9375
1708,206342.328125
1709,280832.875
1710,215647.890625
1711,253502.296875
1712,250190.8125
1713,260847.046875
1714,223975.0
1715,205966.953125
1716,188598.796875
1717,177475.5625
1718,144945.890625
1719,206889.0
1720,254809.640625
1721,173307.578125
1722,136750.609375
1723,155354.140625
1724,214499.078125
1725,238610.65625
1726,182646.03125
1727,165461.484375
1728,174746.125
1729,166109.5625
1730,167481.8125
1731,125357.890625
1732,131254.8125
1733,120196.9453125
1734,128237.109375
1735,136383.65625
1736,116382.984375
1737,363103.875
1738,209002.9375
1739,291747.15625
1740,221025.390625
1741,180576.53125
1742,176750.796875
1743,173121.9375
1744,306439.625
1745,219975.0
1746,178293.3125
1747,215619.875
1748,219812.25
1749,148672.734375
1750,126278.0625
1751,241076.71875
1752,121961.03125
1753,139860.1875
1754,203537.53125
1755,164422.5625
1756,131903.953125
1757,125733.140625
1758,144727.25
1759,166027.125
1760,168232.625
1761,139222.84375
1762,160348.140625
1763,181805.046875
1764,116272.640625
1765,167045.9375
1766,173779.796875
1767,209777.921875
1768,147546.546875
1769,177503.28125
1770,144624.84375
1771,134045.53125
1772,142602.875
1773,131889.953125
1774,132544.375
1775,137040.328125
1776,116220.609375
1777,114218.875
1778,144430.875
1779,111103.9921875
1780,175931.328125
1781,133287.421875
1782,98758.1875
1783,128199.6640625
1784,100369.953125
1785,131034.671875
1786,150351.9375
1787,167608.6875
1788,62191.94921875
1789,101588.6875
1790,91230.9609375
1791,184765.828125
1792,146944.828125
1793,131267.9375
1794,149551.171875
1795,138775.171875
1796,129666.2421875
1797,110921.484375
1798,125137.0234375
1799,117844.5078125
1800,140447.046875
1801,132190.890625
1802,152541.765625
1803,159619.4375
1804,140787.546875
1805,134708.375
1806,112299.671875
1807,142661.890625
1808,118960.296875
1809,113413.8984375
1810,141118.984375
1811,104247.453125
1812,106344.84375
1813,120110.6640625
1814,101845.40625
1815,54134.953125
1816,95194.046875
1817,119539.546875
1818,152408.8125
1819,117579.4765625
1820,54994.17578125
1821,114732.609375
1822,159367.453125
1823,27464.42578125
1824,127882.8984375
1825,124987.625
1826,95416.8828125
1827,98776.671875
1828,135126.140625
1829,109920.2109375
1830,145912.515625
1831,169748.015625
1832,86631.90625
1833,137114.59375
1834,121612.6484375
1835,159988.640625
1836,129062.2890625
1837,91604.765625
1838,131067.125
1839,83385.1015625
1840,159873.0625
1841,147674.984375
1842,67625.1640625
1843,129529.4375
1844,141457.609375
1845,136264.1875
1846,154581.84375
1847,157080.3125
1848,52399.87109375
1849,112905.1875
1850,127259.6015625
1851,156868.46875
1852,136756.8125
1853,130108.3515625
1854,168242.703125
1855,142233.1875
1856,234008.15625
1857,159451.890625
1858,137396.25
1859,125095.6484375
1860,151592.984375
1861,125095.6484375
1862,292892.125
1863,290121.0
1864,290121.0
1865,354730.5
1866,343382.21875
1867,244840.34375
1868,305468.90625
1869,196367.09375
1870,244451.546875
1871,253071.796875
1872,167910.796875
1873,235231.359375
1874,143631.484375
1875,206448.078125
1876,191836.375
1877,216421.0
1878,195970.5625
1879,137482.578125
1880,132170.59375
1881,241612.59375
1882,253468.09375
1883,192108.390625
1884,211969.1875
1885,266050.0
1886,304517.34375
1887,206420.046875
1888,280466.125
1889,163008.65625
1890,133261.046875
1891,143525.59375
1892,112436.171875
1893,126595.53125
1894,129057.125
1895,143905.234375
1896,126797.5
1897,105703.59375
1898,101720.7265625
1899,152316.609375
1900,155852.21875
1901,173257.265625
1902,146242.328125
1903,225277.875
1904,151100.109375
1905,198664.890625
1906,171115.453125
1907,204633.578125
1908,120777.171875
1909,139449.046875
1910,128489.4921875
1911,226897.109375
1912,316966.34375
1913,154842.703125
1914,55202.19140625
1915,316259.46875
1916,62430.02734375
1917,265390.625
1918,138553.4375
1919,159189.171875
1920,142557.375
1921,431860.84375
1922,335335.25
1923,214986.828125
1924,219141.515625
1925,203693.8125
1926,403481.46875
1927,139853.296875
1928,164838.625
1929,127977.0625
1930,133678.640625
1931,138051.46875
1932,137466.859375
1933,172920.453125
1934,179754.0
1935,171314.640625
1936,187022.296875
1937,177381.5625
1938,180839.453125
1939,237224.4375
1940,186630.765625
1941,175461.328125
1942,188824.96875
1943,209065.890625
1944,331459.21875
1945,362071.71875
1946,145615.40625
1947,309550.5
1948,169998.09375
1949,227002.34375
1950,176050.25
1951,264626.90625
1952,227306.671875
1953,168238.484375
1954,195425.375
1955,131374.5
1956,280489.5
1957,153481.0625
1958,308477.0
1959,132617.578125
1960,119798.9453125
1961,119490.859375
1962,94980.6484375
1963,110863.1171875
1964,108835.390625
1965,144989.4375
1966,151531.578125
1967,302967.9375
1968,434025.59375
1969,405775.21875
1970,465355.28125
1971,491301.84375
1972,402691.09375
1973,246158.421875
1974,322733.15625
1975,513938.9375
1976,275243.28125
1977,352507.71875
1978,408752.34375
1979,327202.09375
1980,191864.203125
1981,351962.1875
1982,229566.3125
1983,206131.28125
1984,168574.875
1985,219863.28125
1986,210742.8125
1987,178166.9375
1988,174633.296875
1989,189235.71875
1990,214830.09375
1991,240891.921875
1992,210478.75
1993,163326.0
1994,232831.65625
1995,181409.171875
1996,246882.828125
1997,299796.3125
1998,366021.5
1999,262537.375
2000,308153.59375
2001,252311.09375
2002,243782.828125
2003,232659.953125
2004,254337.984375
2005,228327.078125
2006,235132.1875
2007,245663.15625
2008,206635.140625
2009,191473.453125
2010,190473.984375
2011,150251.734375
2012,173186.203125
2013,184250.09375
2014,189345.46875
2015,197698.0
2016,192465.65625
2017,196064.9375
2018,120050.09375
2019,132644.625
2020,112691.3359375
2021,113514.3671875
2022,183265.40625
2023,140723.453125
2024,225559.6875
2025,378967.96875
2026,171321.859375
2027,151301.3125
2028,157340.796875
2029,173704.859375
2030,277850.125
2031,257866.0
2032,279397.4375
2033,267696.59375
2034,163629.78125
2035,208220.28125
2036,197021.8125
2037,213910.21875
2038,338959.625
2039,229345.484375
2040,376248.34375
2041,274877.65625
2042,196184.765625
2043,167565.875
2044,168059.625
2045,214170.609375
2046,132103.671875
2047,143977.484375
2048,134251.1875
2049,136662.15625
2050,181985.765625
2051,104670.65625
2052,122091.8359375
2053,150104.375
2054,82636.7890625
2055,158804.203125
2056,134133.78125
2057,124292.4609375
2058,236067.859375
2059,132786.65625
2060,161949.5
2061,186763.875
2062,136261.90625
2063,115610.5859375
2064,140766.03125
2065,124158.9609375
2066,175612.65625
2067,109433.265625
2068,139987.65625
2069,88152.8671875
2070,111241.8984375
2071,96365.4296875
2072,130023.296875
2073,131487.71875
2074,188022.609375
2075,152602.4375
2076,116960.8046875
2077,150071.265625
2078,134989.046875
2079,131283.375
2080,112629.5078125
2081,121847.2421875
2082,131029.65625
2083,142067.4375
2084,113054.34375
2085,121885.3984375
2086,114122.5
2087,113380.6015625
2088,98352.84375
2089,78356.2578125
2090,129344.90625
2091,128110.8671875
2092,133423.5
2093,132058.6875
2094,131462.390625
2095,151651.484375
2096,78203.1015625
2097,103064.640625
2098,143586.390625
2099,66050.359375
2100,96886.1328125
2101,129277.859375
2102,129769.1015625
2103,99670.15625
2104,131797.984375
2105,127048.4375
2106,60235.375
2107,245678.984375
2108,122971.3984375
2109,116800.9375
2110,135606.296875
2111,151502.171875
2112,134950.25
2113,115890.9609375
2114,103294.1953125
2115,159371.4375
2116,115652.2109375
2117,147919.203125
2118,115694.640625
2119,100632.6328125
2120,106492.2890625
2121,79919.1875
2122,105790.140625
2123,84805.046875
2124,170844.796875
2125,127326.7890625
2126,159451.171875
2127,149380.578125
2128,130537.109375
